lead,outcome,n,df,beta,se,iqr,pct,lo,hi,t,p,fdr
1-OH-pyrene,Estradiol (active E2),1510,30,0.000391012936311876,0.0213899471711843,1.54799051351621,0.0605467537589721,-6.48209661754624,7.06092260981657,0.0182802198239476,0.985536345779543,0.985536345779543
1-OH-pyrene,Testosterone,1521,30,0.0133823307445676,0.0159585422121498,1.54906578399106,2.09464718883075,-2.9318195362099,7.38139867059828,0.838568496211337,0.40834365160798,0.490012381929576
1-OH-pyrene,SHBG,1417,30,0.0352299535851427,0.0182344123341891,1.54476470209167,5.5930098778574,-0.3099675704753,11.845522198497,1.93205862297451,0.0628446549451208,0.188533964835362
2/3-OH-phenanthrene,Estradiol (active E2),1510,30,-0.0225650340581351,0.0232416763449157,1.2106796529619,-2.6949238050577,-8.12901671682227,3.06059122192108,-0.970886683183304,0.339367983921134,0.490012381929576
2/3-OH-phenanthrene,Testosterone,1521,30,-0.0300813027319816,0.0146120403450333,1.21544520548817,-3.59018509435626,-7.02441074745183,-0.0291099538716422,-2.05866545818883,0.0483013736211661,0.188533964835362
2/3-OH-phenanthrene,SHBG,1417,30,-0.0282354780805086,0.0181437474252111,1.21544520548817,-3.37364698709092,-7.6289308857883,1.07766626616685,-1.55620982913788,0.130145971151553,0.260291942303107
