analyte,ring,n,df,beta,se,iqr,pct,lo,hi,t,p,fdr
1-OH-naphthalene,2,524,15,-0.0839385773110367,0.0503124931032488,1.98706214068829,-15.3623657598817,-31.6057078601386,4.73869829831926,-1.66834462245355,0.115981342251148,0.115981342251148
3-OH-fluorene,3,524,15,0.08631901905038,0.0474828192133502,2.13174814847565,20.2028334990859,-3.12395617906028,49.1464825701923,1.81790004217169,0.0891050628145183,0.115981342251148
2-OH-fluorene,3,524,15,0.100093374995793,0.0524543456177954,1.69561405212132,18.4972696231885,-1.9660507268435,43.2320437180988,1.90819986060099,0.0756924424888724,0.115981342251148
1-OH-phenanthrene,3,524,15,0.118700929397247,0.0681531029555965,1.21495254048222,15.5133585501608,-3.17587174781173,37.8100298386774,1.74168048481348,0.102026501434492,0.115981342251148
2/3-OH-phenanthrene,3,524,15,0.161202203534366,0.0479416555522878,1.27296567581289,22.7776576197815,7.80206136251673,39.8336267421479,3.36246634950997,0.00427461256270192,0.0128238376881058
1-OH-pyrene,4,524,15,0.183514128461061,0.0460895569727124,1.35787472618273,28.2984746890144,12.2765557958627,46.6067291684255,3.98168566839798,0.00120332887971213,0.00721997327827279
