outcome,exposure,n,beta,se,p_value,scale,percent_change,percent_low,percent_high,status,var,lod_var,abbrev,parent_pah,ring_count,role
ln_SSTES1,ln_URXP06,538,0.10861612490025585,0.06996955385940201,0.14142286321761463,1.2203531171501254,14.173613183134925,-4.824654740173006,36.96418869514082,modeled,URXP06,URDP06LC,1-OHPhe,Phenanthrene,3,core
ln_SSTES1,ln_URXP10,538,0.17351211021660598,0.048624468163903055,0.00280140221322866,1.3963446969733915,27.41543644030784,10.248278308017067,47.25575485103579,modeled,URXP10,URDP10LC,1-OHPyr,Pyrene,4,core
ln_SSTES1,ln_URXP25,538,0.15280327171466532,0.049979606989366133,0.007983488949795768,1.2729656758128867,21.471966289746636,6.067505107787952,39.113657658889636,modeled,URXP25,URDP25LC,2/3-OHPhe,Phenanthrene,3,core
