outcome,predictor,n,beta,se,p_value,scale,change_per_iqr,ci_low,ci_high,model,fdr
LBXTC,ln_SSTES1,549,10.614666737637846,2.3446162168062425,4.009350950555867e-4,0.946111898015932,10.042662493953124,5.3145334046672,14.770791583239046,survey_weighted_linear,0.0012028052851667601
nonHDL_C,ln_SSTES1,549,9.931297348216635,2.7104037088018202,0.0023021583056087275,0.946111898015932,9.396118583881833,3.9303461783873894,14.861890989376276,survey_weighted_linear,0.003453237458413091
LBDHDD,ln_SSTES1,549,0.6833693894212095,1.2857603995588367,0.6028615566167335,0.946111898015932,0.6465439100712891,-1.9463073648750921,3.23939518501767,survey_weighted_linear,0.6028615566167335
