family,item,n,df,effect,lo,hi,p,fdr
discovery,2/3-OH-phenanthrene,524,15,22.7776576197815,7.80206136251673,39.8336267421479,0.00427461256270192,0.0128238376881058
discovery,1-OH-pyrene,524,15,28.2984746890144,12.2765557958627,46.6067291684255,0.00120332887971213,0.00721997327827279
continuous E1S-lipid,Total cholesterol,524,15,9.41364484890195,4.56319196751489,14.264097730289,0.000878511691793953,0.00263553507538186
continuous E1S-lipid,Non-HDL-C,524,15,9.00130816251787,3.45700569588139,14.5456106291543,0.00349599204002407,0.00524398806003611
continuous E1S-lipid,HDL-C,524,15,0.412336686384092,-2.18293353974073,3.00760691250891,0.739571165490054,0.739571165490054
clinical E1S-lipid,High total cholesterol (>=200),524,15,1.37573991762036,1.08606749478993,1.74267283572478,0.0115479630898719,0.0115479630898719
clinical E1S-lipid,High non-HDL-C (>=130),524,15,1.23471092831607,1.0806255710957,1.41076716790752,0.00419753382514817,0.00839506765029633
